代码,名称,当前,近1月,近3月,近6月,近1年,近3年,成立来
005215,南方全天候策略(FOF)A,--,0.17%,-1.38%,-2.63%,--,--,-1.94%
005216,南方全天候策略(FOF)C,--,0.11%,-1.54%,-2.93%,--,--,-2.52%
005217,建信福泽安泰混合(FOF),--,0.06%,-1.57%,-2.93%,--,--,-2.26%
005218,华夏聚惠(FOF)A,--,-0.39%,-1.13%,-2.16%,--,--,-1.59%
005219,华夏聚惠(FOF)C,--,-0.44%,-1.22%,-2.36%,--,--,-1.96%
005220,海富通聚优精选混合(FOF),--,0.58%,-6.39%,-11.18%,--,--,-14.80%
005221,泰达宏利全能混合(FOF)A,--,-0.02%,-0.39%,-1.03%,--,--,-1.78%
005222,泰达宏利全能混合(FOF)C,--,-0.04%,-0.47%,-1.19%,--,--,-2.16%
005223,广发中证基建工程指数A,0.7675,-1.34%,-0.74%,-19.61%,--,--,-23.25%
005224,广发中证基建工程指数C,0.7665,-1.35%,-0.73%,-19.65%,--,--,-23.35%
005225,广发量化多因子混合,0.8631,-1.89%,-12.51%,-13.90%,--,--,-13.94%
005226,山西改革精选灵活配置混合,0.8947,-4.31%,-6.09%,-9.27%,--,--,-9.93%
005228,添富港股通专注成长,0.7440,-2.25%,-16.98%,-20.86%,--,--,-25.12%
005229,嘉实富时中国A50ETF联接C,--,2.36%,-2.76%,-10.38%,--,--,-16.25%
005230,长盛货币B,0.8404,0.26%,0.82%,1.85%,4.13%,--,4.17%
005231,红塔红土盛通混合型发起式A,0.8261,-3.88%,-10.45%,-14.68%,--,--,-16.99%
005232,红塔红土盛通混合型发起式C,0.8237,-3.90%,-10.51%,-14.79%,--,--,-17.23%
005233,广发睿毅领先混合,0.9329,-4.56%,-9.96%,-11.94%,--,--,-6.27%
005234,广发汇吉3个月定开债,1.0375,0.73%,1.64%,2.89%,--,--,3.80%
005235,银华食品饮料量化股票发起式A,0.9017,3.67%,-14.36%,-7.52%,--,--,-9.92%
005236,银华食品饮料量化股票发起式C,0.9008,3.71%,-14.42%,-7.71%,--,--,-10.02%
005237,银华医疗健康量化优选A,0.8716,-6.22%,-21.56%,-21.38%,--,--,-13.50%
005238,银华医疗健康量化优选C,0.8691,-6.25%,-21.62%,-21.49%,--,--,-13.75%
005239,银华文体娱乐量化股票发起式A,0.6219,-8.96%,-20.08%,-34.34%,--,--,-37.99%
005240,银华文体娱乐量化股票发起式C,0.6228,-8.97%,-20.13%,-34.41%,--,--,-37.92%
005241,中欧时代智慧混合A,0.8179,-5.77%,-13.22%,-16.69%,--,--,-17.71%
005242,中欧时代智慧混合C,0.8129,-5.84%,-13.40%,-17.04%,--,--,-18.21%
005243,融通中国概念债券,--,0.92%,5.02%,8.17%,--,--,9.71%
005244,国泰聚优价值灵活配置混合A,0.8055,-2.65%,-8.77%,-15.30%,--,--,-19.31%
005245,国泰聚优价值灵活配置混合C,0.8017,-2.70%,-8.88%,-15.51%,--,--,-19.69%
005246,国泰可转债债券,0.9002,-2.98%,-4.87%,-9.05%,--,--,-9.93%
005247,国都量化精选混合,0.8041,-3.56%,-10.39%,-15.80%,--,--,-19.89%
005250,银华估值优势混合,0.7513,-0.89%,-18.82%,-23.02%,--,--,-25.27%
005251,银华多元动力灵活配置混合,0.8461,-2.89%,-9.18%,-14.63%,--,--,-15.85%
005252,中海添瑞定开混合,1.0218,0.49%,0.46%,1.43%,--,--,2.10%
005255,浦银安盛港股通量化混合,0.8999,-0.61%,-6.53%,-7.91%,--,--,-9.65%
005256,富国新优选灵活定开混合A,0.9944,0.08%,-0.07%,0.79%,--,--,-1.19%
005257,富国新优选灵活定开混合C,0.9912,0.05%,-0.16%,0.56%,--,--,-1.50%
005258,景顺长城量化平衡混合,0.8715,-1.12%,-8.10%,-11.92%,--,--,-12.84%
005259,建信龙头企业股票,0.8190,-0.14%,-11.89%,-15.32%,--,--,-17.30%
005260,银华稳健增利灵活配置混合A,0.7784,-2.43%,-8.47%,-16.08%,--,--,-22.65%
005261,银华稳健增利灵活配置混合C,0.7773,-2.46%,-8.42%,-16.11%,--,--,-22.75%
005262,鑫元欣享灵活配置混合A,0.8975,-0.75%,-5.33%,-9.02%,--,--,-9.78%
005263,鑫元欣享灵活配置混合C,0.8947,-0.78%,-5.43%,-9.20%,--,--,-10.07%
005264,国都多策略混合,0.9834,-0.97%,-4.03%,--,--,--,-1.77%
005265,博时厚泽回报混合A,0.7875,-9.88%,-22.20%,-26.55%,--,--,-21.80%
005266,博时厚泽回报混合C,0.7819,-9.93%,-22.36%,-26.84%,--,--,-22.36%
005267,嘉实价值精选股票,0.8981,2.06%,-6.93%,-9.95%,--,--,-9.90%
005268,鹏华优势企业,0.7555,-6.10%,-23.92%,-21.17%,--,--,-24.45%
005269,华泰柏瑞港股通量化混合,0.8874,-0.62%,-9.11%,-11.22%,--,--,-10.69%
005270,太平改革红利精选混合,0.7654,-3.87%,-13.06%,-18.90%,--,--,-23.28%
005271,安信恒利增强债券A,0.9999,--,--,--,--,--,-0.04%
005272,安信恒利增强债券C,0.9998,--,--,--,--,--,-0.06%
005273,华商可转债债券A,0.9164,1.63%,0.15%,-6.48%,--,--,-8.18%
005274,中银景福回报混合,1.0206,0.90%,1.74%,--,--,--,2.09%
005275,中欧创新成长灵活配置混合A,0.8394,-1.76%,-15.23%,-15.70%,--,--,-15.93%
005276,中欧创新成长灵活配置混合C,0.8355,-1.82%,-15.40%,-16.08%,--,--,-16.32%
005277,海富通融丰定开债券,1.0194,0.92%,2.20%,4.43%,--,--,5.36%
005278,中欧优势行业灵活配置混合,1.0633,-0.01%,6.09%,--,--,--,6.23%
005279,华泰紫金红利低波指数发起,--,-1.25%,-7.45%,-15.25%,--,--,-17.15%
005280,安信稳健阿尔法定开混合,0.9950,-0.16%,-1.11%,-1.17%,--,--,-0.60%
005281,中科沃土转型升级混合,0.8096,-0.59%,-11.56%,-17.22%,--,--,-19.04%
005282,中金价值轮动混合A,0.7227,-6.01%,-13.18%,-23.19%,--,--,-26.52%
005283,中金价值轮动混合C,0.7253,-6.03%,-13.05%,-23.13%,--,--,-26.26%
005284,华商可转债债券C,0.9183,1.59%,0.04%,-6.69%,--,--,-7.98%
005285,广发中证10年期国开债C,1.0387,0.96%,0.93%,3.76%,--,--,5.87%
005286,银华岁丰定期开放债券发起式,1.0407,0.51%,2.45%,3.62%,--,--,4.06%
005287,海富通创业板增强C,0.7708,-6.25%,-20.05%,-21.98%,--,--,-21.98%
005288,海富通创业板增强A,0.7728,-6.22%,-20.00%,-21.78%,--,--,-21.78%
005289,融通通昊定期开放债券,1.0280,0.96%,2.22%,--,--,--,2.86%
005290,诺德新盛灵活配置混合,0.7831,-5.91%,-14.85%,-23.18%,--,--,-21.54%
005291,华富星玉衡混合A,0.9898,-2.48%,-1.85%,-3.42%,--,--,-3.63%
005292,华富星玉衡混合C,0.9872,-2.54%,-2.01%,-3.72%,--,--,-4.11%
005293,诺德新旺,0.8727,-3.54%,-15.44%,-15.51%,--,--,-12.99%
005294,诺德新宜灵活配置混合,0.8465,-7.87%,-18.00%,-18.93%,--,--,-16.25%
005295,诺德天富灵活配置混合,0.8782,-2.15%,-5.41%,-12.57%,--,--,-12.13%
005296,南华丰淳混合A,0.7558,-8.09%,-16.44%,-25.32%,--,--,-23.90%
005297,南华丰淳混合C,0.7448,-8.11%,-16.50%,-25.40%,--,--,-25.01%
005299,万家成长优选混合A,0.7723,-7.44%,-14.97%,-23.64%,--,--,-22.34%
005300,万家成长优选混合C,0.7692,-7.48%,-15.08%,-23.85%,--,--,-22.67%
005301,前海开源景鑫混合A,1.1194,2.71%,6.90%,10.89%,--,--,11.45%
005302,前海开源景鑫混合C,1.1188,2.68%,6.87%,10.88%,--,--,11.40%
005303,嘉实医药健康股票A,0.8473,-6.43%,-23.35%,-20.13%,--,--,-15.58%
005304,嘉实医药健康股票C,0.8408,-6.49%,-23.49%,-20.48%,--,--,-16.24%
005307,财通资管鑫达混合A,1.0168,0.34%,0.84%,1.53%,--,--,3.44%
005308,财通资管鑫达混合C,1.0138,0.32%,0.75%,1.22%,--,--,2.94%
005309,中银汇嘉定期开放债券,1.0307,0.57%,1.49%,3.30%,--,--,3.40%
005310,广发电子信息传媒股票,0.6674,-12.61%,-20.02%,-29.99%,--,--,-33.34%
005311,万家经济新动能混合A,0.9728,-2.62%,-2.74%,-2.82%,--,--,-2.69%
005312,万家经济新动能混合C,0.9717,-2.65%,-2.84%,-3.02%,--,--,-2.80%
005313,万家家裕债券A,1.0119,0.35%,0.40%,0.43%,--,--,1.12%
005314,万家家裕债券C,1.0008,0.31%,0.30%,0.15%,--,--,0.01%
005315,泰达宏利交利3个月定开债A,1.0168,0.42%,1.34%,2.78%,--,--,4.71%
005316,泰达宏利交利3个月定开债C,1.0168,-2.46%,-1.57%,-0.18%,--,--,1.70%
005317,万家瑞舜灵活配置混合A,0.9461,-0.39%,-0.89%,-4.77%,--,--,-5.08%
005318,万家瑞舜灵活配置混合C,0.9425,-0.39%,-1.00%,-5.09%,--,--,-5.44%
005321,中银证券汇宇定期开放债券,1.0325,0.66%,1.73%,3.59%,--,--,6.04%
005322,中银丰禧定期开放债券,1.0217,0.45%,1.28%,2.65%,--,--,4.13%
005323,前海开源泽鑫混合A,1.0098,0.15%,0.45%,0.94%,--,--,0.90%
005324,前海开源泽鑫混合C,1.0092,0.13%,0.42%,0.88%,--,--,0.83%
005325,景顺长城泰恒回报混合A,0.8557,-2.67%,-10.07%,-15.43%,--,--,-14.08%
005326,景顺长城泰恒回报混合C,0.8548,-2.69%,-10.11%,-15.51%,--,--,-14.18%
005327,景顺长城景泰稳利定开债A,1.0266,0.33%,1.26%,2.42%,--,--,3.86%
005328,前海开源价值策略股票,0.7076,-3.92%,-17.32%,-27.69%,--,--,-29.18%
005329,添富民安增益定开混合A,--,0.22%,-0.07%,0.24%,--,--,0.74%
005330,添富民安增益定开混合C,--,0.18%,-0.18%,0.03%,--,--,0.47%
005331,益民优势安享混合,0.9239,0.25%,-4.94%,--,--,--,-6.57%
005335,浙商全景消费混合,0.9130,-2.34%,-10.65%,-12.22%,--,--,-9.35%
005336,中加颐慧定开债券发起式A,1.0175,0.44%,2.17%,3.39%,--,--,4.91%
005337,中加颐慧定开债券发起式C,1.0001,0.00%,0.00%,0.00%,--,--,0.00%
005338,兴业3个月定开债券,1.0145,0.58%,1.39%,--,--,--,1.77%
005339,兴业中证国有企业指数增强,0.9431,-5.56%,--,--,--,--,-5.90%
005340,兴业6个月定开债券,1.0268,0.60%,1.99%,3.35%,--,--,4.74%
005341,长安裕泰混合A,0.8784,-1.67%,-7.70%,-7.68%,--,--,-12.11%
005342,长安裕泰混合C,0.8825,-1.68%,-7.74%,-7.78%,--,--,-11.71%
005343,长安裕盛灵活配置混合A,0.9230,-0.83%,-6.10%,-5.79%,--,--,-7.81%
005344,长安裕盛灵活配置混合C,0.9194,-0.83%,-6.13%,-5.86%,--,--,-8.16%
005345,长安泓润纯债债券A,1.0153,0.49%,1.13%,--,--,--,1.51%
005346,长安泓润纯债债券C,1.0146,0.47%,1.08%,--,--,--,1.44%
005351,汇添富行业整合混合,0.8672,-2.44%,-14.09%,-12.81%,--,--,-13.14%
005352,鹏扬景泰成长混合A,0.8284,0.50%,-9.03%,-16.02%,--,--,-17.24%
005353,鹏扬景泰成长混合C,0.8256,0.46%,-9.11%,-16.20%,--,--,-17.53%
005354,富国沪港深行业精选混合,0.9639,-0.92%,-10.53%,-8.29%,--,--,-3.95%
005355,中金金序量化成长A,0.8234,-2.98%,-8.23%,-17.54%,--,--,-17.44%
005356,中金金序量化成长C,0.8218,-2.96%,-8.13%,-17.62%,--,--,-17.60%
005357,富国国企改革灵活配置混合,0.8145,-3.59%,-5.59%,-16.14%,--,--,-18.94%
005358,东方阿尔法精选混合A,0.8363,-3.09%,-9.30%,-15.80%,--,--,-15.83%
005359,东方阿尔法精选混合C,0.8336,-3.13%,-9.41%,-16.01%,--,--,-16.11%
005360,汇安资产轮动混合,0.8932,-0.04%,-5.14%,-6.98%,--,--,-10.74%
005361,中融聚商定期开放债券,1.0364,0.68%,1.70%,3.27%,--,--,3.65%
005364,华夏鼎顺三个月定开债A,1.0002,0.32%,--,--,--,--,0.12%
005365,华夏鼎顺三个月定开债C,1.0000,--,--,--,--,--,0.00%
005366,上投摩根丰瑞债券A,1.0237,0.69%,1.29%,2.43%,--,--,4.51%
005367,上投摩根丰瑞债券C,1.0254,0.67%,1.25%,2.59%,--,--,4.64%
005369,富国臻利纯债定开债券,1.0332,0.69%,2.42%,3.38%,--,--,3.38%
005370,申万菱信价值优选混合,0.8079,0.64%,-6.87%,-11.55%,--,--,-19.42%
005371,中加心悦混合A,1.0233,0.51%,1.03%,1.98%,--,--,2.28%
005372,中加心悦混合C,1.0229,0.51%,1.03%,1.94%,--,--,2.24%
005373,中加紫金灵活配置混合A,0.7968,-3.79%,-10.89%,-20.00%,--,--,-20.00%
005374,中加紫金灵活配置混合C,0.7953,-3.82%,-10.98%,-20.15%,--,--,-20.15%
005375,建信睿和纯债定开债,1.0489,0.72%,1.86%,3.84%,--,--,4.93%
005376,北信瑞丰华丰灵配,1.0030,0.41%,0.07%,0.07%,--,--,0.22%
005377,华安鼎瑞定开债发起式,1.0320,0.54%,1.72%,1.48%,--,--,3.49%
005378,前海联合泓元定开债券,1.0263,0.58%,1.61%,3.15%,--,--,4.96%
005379,添富价值创造定开混合,--,-1.21%,-6.75%,-7.54%,--,--,-12.77%
005381,泰康睿利量化多策略混合A,0.7239,-7.02%,-17.04%,-26.50%,--,--,-27.57%
005382,泰康睿利量化多策略混合C,0.7220,-7.06%,-17.16%,-26.69%,--,--,-27.76%
005383,富国绿色纯债一年定开债,1.0535,0.58%,3.64%,4.66%,--,--,5.33%
005384,银河铭忆3个月定开债券,1.0246,0.60%,1.50%,3.02%,--,--,4.61%
005385,银河量化配置混合,,,,,,,
005386,银河睿达灵活配置混合A,1.0331,0.54%,1.05%,2.50%,--,--,3.22%
005387,银河睿达灵活配置混合C,1.0327,0.53%,1.08%,2.45%,--,--,3.18%
005388,兴业安弘3个月定开债,1.0163,0.50%,1.79%,3.27%,--,--,4.70%
005389,汇安裕慧纯债定期开放,--,--,--,--,--,--,--
005390,工银创业板ETF联接A,0.7140,-7.87%,-20.26%,-28.79%,--,--,-28.59%
005391,工银创业板ETF联接C,0.7101,-7.91%,-20.34%,-28.95%,--,--,-28.99%
005392,长信价值蓝筹两年定开,--,-0.02%,--,--,--,--,-1.12%
005393,南方卓利定开债发起式A,1.0334,0.29%,1.50%,2.34%,--,--,3.36%
005394,南方卓利定开债发起式C,--,--,--,--,--,--,0.00%
005395,泓德臻远回报混合,0.8534,-4.65%,-8.99%,--,--,--,-13.86%
005396,中金丰硕混合,0.8233,-4.57%,-11.35%,-15.76%,--,--,-17.72%
005397,南方安养混合,0.9952,0.10%,-1.38%,-1.07%,--,--,-0.32%
005398,鹏扬淳优一年定期开放债,1.0237,0.86%,2.14%,4.03%,--,--,5.69%
005399,长信量化价值驱动混合,0.9868,-1.70%,--,--,--,--,-1.02%
005400,万家潜力价值灵活配置混合A,0.8254,-0.95%,-7.62%,-15.96%,--,--,-17.35%
005401,万家潜力价值灵活配置混合C,0.8207,-0.99%,-7.75%,-16.21%,--,--,-17.83%
005402,广发资源优选股票,0.8705,4.34%,-6.97%,-11.72%,--,--,-11.67%
005403,南方融尚再融资混合,0.9738,-0.33%,-2.57%,-2.87%,--,--,-2.51%
005404,创金合信价值红利混合C,0.9014,-7.32%,-8.64%,--,--,--,-10.28%
005405,中金金序量化蓝筹A,0.8481,-2.49%,-8.30%,-13.77%,--,--,-15.18%
005406,中金金序量化蓝筹C,0.8855,-2.52%,-8.41%,-13.99%,--,--,-11.44%
005407,华夏鼎泰六个月定开债A,1.0255,0.79%,2.24%,--,--,--,3.10%
005408,华夏鼎泰六个月定开债C,--,--,--,--,--,--,0.00%
005409,华泰柏瑞新兴产业混合,0.8591,-2.13%,-11.79%,-11.71%,--,--,-14.24%
005410,汇添富鑫盛定开债A,1.0170,0.83%,1.93%,--,--,--,3.12%
005411,汇添富鑫盛定开债C,--,--,--,--,--,--,0.00%
005414,创金合信国证A股指数A,0.7523,-4.73%,-12.71%,-22.36%,--,--,-24.79%
005415,创金合信国证A股指数C,0.7509,-4.72%,-12.74%,-22.42%,--,--,-24.92%
005416,鹏华尊惠定期开放混合A,--,-1.95%,-2.75%,-5.41%,--,--,-5.45%
005417,鹏华尊惠定期开放混合C,--,-1.99%,-2.87%,-5.65%,--,--,-5.71%
005418,申万菱信量化驱动混合,0.8356,-1.76%,-11.75%,-16.93%,--,--,-16.62%
005419,中欧聚瑞债券A,0.9992,-0.54%,--,--,--,--,-0.45%
005420,中欧聚瑞债券C,1.0018,-0.72%,--,--,--,--,-0.20%
005421,中欧嘉泽灵活配置混合,0.9075,-0.27%,-2.98%,-7.96%,--,--,-8.73%
005422,鹏华兴嘉定期开放混合,,,,,,,
005423,浙商汇金聚禄一年定期A,1.0065,0.51%,--,--,--,--,0.65%
005424,浙商汇金聚禄一年定期C,1.0059,0.47%,--,--,--,--,0.59%
005427,渤海汇金汇增利3个月定开,1.0009,-0.03%,-0.02%,0.02%,--,--,0.99%
005428,渤海汇金汇添益3个月定开,1.0007,-0.03%,-0.02%,0.00%,--,--,0.97%
005429,渤海汇金睿选混合A,1.0123,-0.12%,-0.75%,0.48%,--,--,1.21%
005430,渤海汇金睿选混合C,1.0071,-0.18%,-0.90%,0.07%,--,--,0.68%
005431,上银聚增富定期开放债券,1.0229,0.45%,1.26%,2.59%,--,--,4.05%
005432,上银聚鸿益定开债,1.0018,0.47%,--,--,--,--,0.17%
005434,鹏华睿投混合,0.8269,-7.58%,-14.20%,--,--,--,-17.89%
005435,国投瑞银顺银定开债,1.0289,0.44%,1.26%,2.65%,--,--,3.13%
005436,圆信永丰兴瑞定开债,1.0095,0.51%,1.89%,--,--,--,1.95%
005437,易方达易百智能量化策略A,0.7842,-2.35%,-9.92%,-21.88%,--,--,-21.93%
005438,易方达易百智能量化策略C,0.7823,-2.37%,-10.00%,-22.01%,--,--,-22.11%
005439,易方达恒安定开债发起式,1.0276,0.68%,1.82%,--,--,--,2.76%
005440,华安全球稳健配置(QDII-FOF)A,--,0.20%,0.12%,--,--,--,0.12%
005441,华安全球稳健配置(QDII-FOF)C,--,0.16%,-0.29%,--,--,--,-0.30%
005442,兴业安和6个月定开债,1.0145,0.50%,1.90%,2.92%,--,--,3.36%
005443,国金量化多策略混合,0.7570,-2.91%,-13.07%,-21.15%,--,--,-24.20%
005444,光大保德信多策略精选混合,--,-2.45%,-3.38%,-9.67%,--,--,-9.16%
005445,华宝价值发现混合,0.8284,-2.20%,-6.82%,-13.09%,--,--,-17.19%
005446,鑫元广利定开债发起式,1.0190,0.75%,2.40%,3.41%,--,--,5.41%
005447,银华智荟分红收益混合,0.7906,-2.40%,-11.17%,-16.01%,--,--,-21.11%
005448,诺安联创顺鑫A,1.0181,0.31%,0.97%,--,--,--,1.82%
005449,华夏行业龙头混合,0.8629,0.73%,-10.03%,-12.45%,--,--,-13.57%
005450,华夏稳盛灵活配置混合,0.8377,0.86%,-14.19%,-14.78%,--,--,-16.85%
005451,鹏扬双利债券A,1.0619,0.80%,3.17%,4.79%,--,--,6.41%
005452,鹏扬双利债券C,1.0592,0.76%,3.06%,4.56%,--,--,6.13%
005453,前海开源医疗健康A,0.9150,-4.54%,-16.63%,-12.30%,--,--,-9.56%
005454,前海开源医疗健康C,0.9143,-4.54%,-16.65%,-12.34%,--,--,-9.62%
005455,建信睿丰纯债定期开放债券,1.0252,0.17%,0.96%,2.24%,--,--,2.51%
005457,景顺长城量化小盘股票,0.7747,-8.14%,-17.97%,-29.34%,--,--,-22.56%
005458,中邮安泰双核混合,0.9986,-0.44%,-0.56%,--,--,--,-0.36%
005459,银河嘉谊灵活配置混合A,0.8158,-3.50%,-12.11%,-17.48%,--,--,-18.86%
005460,银河嘉谊灵活配置混合C,0.8158,-3.51%,-12.14%,-17.52%,--,--,-18.86%
005461,南方希元转债,0.8946,-3.04%,-9.49%,-9.83%,--,--,-9.76%
005462,博时富业3个月定开债,1.0082,0.72%,1.12%,--,--,--,1.13%
005463,银华多元收益定开混合A,--,0.61%,-0.34%,-2.54%,--,--,-5.52%
005464,银华多元收益定开混合C,--,0.50%,-0.60%,-3.05%,--,--,-6.15%
005467,华泰紫金智盈债券A,1.0654,0.73%,0.53%,6.32%,--,--,6.56%
005468,华泰紫金智盈债券C,1.0143,0.70%,0.52%,1.31%,--,--,1.45%
005469,南方浙利定开债券,1.0430,0.79%,2.00%,3.99%,--,--,4.29%
005470,南方乾利定开债,1.0431,0.80%,2.03%,4.02%,--,--,4.32%
005471,招商招财通理财债券C,,--,--,--,--,--,--
005472,富国价值驱动灵活配置混合A,0.7572,-9.70%,-15.19%,-23.83%,--,--,-23.56%
005473,富国价值驱动灵活配置混合C,0.7538,-9.76%,-15.36%,-24.16%,--,--,-23.91%
005474,泰康均衡优选混合A,0.8272,-1.55%,-16.26%,-15.72%,--,--,-17.37%
005475,泰康均衡优选混合C,0.8266,-1.60%,-16.33%,-15.78%,--,--,-17.43%
005476,南方涪利定开债,1.0321,0.83%,2.27%,3.26%,--,--,3.26%
005477,长安鑫禧灵活配置混合A,0.8570,-1.50%,-10.94%,-14.03%,--,--,-13.94%
005478,长安鑫禧灵活配置混合C,0.8556,-1.51%,-10.98%,-14.14%,--,--,-14.09%
005479,安信永泰定开债发起式,1.0159,0.54%,1.23%,1.01%,--,--,1.58%
005480,诺安联创顺鑫C,1.0184,0.30%,0.93%,--,--,--,1.85%
005481,银华瑞泰灵活配置混合,0.8827,0.33%,-11.01%,-10.78%,--,--,-11.60%
005482,博时创新驱动混合A,0.7997,-7.66%,-18.48%,-22.85%,--,--,-19.60%
005483,博时创新驱动混合C,0.7951,-7.72%,-18.65%,-23.16%,--,--,-20.06%
005484,中欧睿选定开混合,--,0.07%,--,--,--,--,0.11%
005485,海富通恒丰定开债券,1.0285,0.75%,1.69%,--,--,--,2.82%
005486,平安大华量化精选混合A,0.8639,0.41%,-5.65%,-9.69%,--,--,-13.41%
005487,平安大华量化精选混合C,0.8592,0.34%,-5.84%,-10.06%,--,--,-13.90%
005488,天弘尊享定开债发起式,1.0171,0.60%,2.28%,3.87%,--,--,5.54%
005489,中金衡优灵活配置混合A,1.0073,0.48%,0.34%,--,--,--,0.73%
005490,中金衡优灵活配置混合C,1.0031,0.44%,0.23%,--,--,--,0.31%
005492,农银汇理研究驱动混合,0.8596,-1.25%,-11.61%,-12.25%,--,--,-13.80%
005493,鑫元价值精选混合A,0.8430,-3.10%,-11.99%,-15.24%,--,--,-15.51%
005494,鑫元价值精选混合C,0.8399,-3.14%,-12.11%,-15.46%,--,--,-15.83%
005495,创金合信科技成长股票A,0.7577,-8.62%,-17.79%,-24.60%,--,--,-23.82%
005496,创金合信科技成长股票C,0.7566,-8.63%,-17.87%,-24.64%,--,--,-23.92%
005498,银华积极成长混合,0.8417,-2.20%,-12.77%,-15.35%,--,--,-15.47%
005499,国投瑞银兴颐多策略混合,0.9204,-1.38%,-4.53%,-7.86%,--,--,-7.74%
005500,银华岁盈定期开放债券,1.0008,0.93%,--,--,--,--,0.54%
005501,华安安逸半年定开债,1.0098,0.59%,1.52%,2.93%,--,--,3.26%
005502,华泰紫金智能量化股票发起,0.8179,-1.73%,-11.96%,-17.36%,--,--,-17.67%
005503,汇添富理财60天债券E,1.0338,0.32%,1.02%,2.14%,--,--,3.60%
005504,添富沪港深大盘价值混合,0.8518,-2.13%,-11.95%,-14.12%,--,--,-15.09%
005505,前海开源丰鑫混合A,1.0698,2.32%,4.78%,6.87%,--,--,6.88%
005506,前海开源丰鑫混合C,1.0697,2.31%,4.76%,6.87%,--,--,6.88%
005507,永赢丰利债券A,1.0141,0.75%,1.47%,2.62%,--,--,3.68%
005508,永赢丰利债券C,1.0135,0.74%,1.41%,2.50%,--,--,3.52%
005511,中信建投稳福定开债A,,,,,,,
005512,中信建投稳福定开债C,,,,,,,
005515,银华中小市值量化优选A,0.7600,-5.38%,-13.87%,--,--,--,-23.63%
005516,银华中小市值量化优选C,0.7589,-5.38%,-13.95%,--,--,--,-23.74%
005517,富国新趋势灵活配置混合A,1.0130,-0.13%,-0.22%,1.15%,--,--,1.42%
005518,富国新趋势灵活配置混合C,1.0088,-0.18%,-0.37%,0.77%,--,--,1.00%
005519,银华混改红利灵活配置混合发起式,0.8982,0.89%,-6.56%,--,--,--,-10.55%
005520,国投瑞银创新医疗混合,0.7853,-7.45%,-20.86%,-21.57%,--,--,-21.25%
005521,华安红利精选混合,0.8123,1.36%,-2.07%,-9.91%,--,--,-18.81%
005522,华泰保兴吉年福定开混合,0.9684,0.00%,-1.83%,-3.26%,--,--,-2.92%
005523,泰康颐年混合A,1.0179,0.56%,1.27%,--,--,--,1.79%
005524,泰康颐年混合C,1.0162,0.52%,1.13%,--,--,--,1.61%
005525,工银瑞祥定开发起式债券,1.0229,0.78%,2.16%,--,--,--,2.74%
005526,工银新生代消费混合,0.8624,-0.60%,-10.57%,-11.92%,--,--,-13.63%
005527,中信建投山西国企债A,0.9989,--,--,--,--,--,-0.11%
005528,中信建投山西国企债C,0.9986,--,--,--,--,--,-0.14%
005529,银华华茂定开债券,1.0159,0.54%,1.36%,--,--,--,1.98%
005530,汇添富价值多因子股票,0.8728,-2.18%,-9.84%,-13.03%,--,--,-13.00%
005531,华安安悦债券A,1.0117,0.50%,1.31%,2.53%,--,--,3.29%
005532,华安安悦债券C,1.0126,0.49%,1.28%,2.47%,--,--,4.30%
005533,银华国企改革混合发起式,--,-3.68%,-4.92%,--,--,--,-4.97%
005534,华夏新时代混合(QDII),--,-3.68%,-6.13%,--,--,--,-7.02%
005535,泰信竞争优选混合,0.9943,-0.19%,-1.19%,--,--,--,-0.65%
005537,中航新起航灵活配置混合A,1.0178,0.13%,0.36%,--,--,--,1.68%
005538,中航新起航灵活配置混合C,1.0100,0.13%,0.23%,--,--,--,0.91%
005541,前海开源盛鑫混合A,1.1974,0.49%,18.94%,19.64%,--,--,19.64%
005542,前海开源盛鑫混合C,1.1981,0.48%,19.05%,19.72%,--,--,19.72%
005543,银华心诚灵活配置混合,0.7910,1.41%,-9.58%,-15.90%,--,--,-21.36%
005544,银华瑞和灵活配置混合,0.9251,0.13%,-4.17%,--,--,--,-6.81%
005545,中银改革红利灵活配置混合,0.9614,-0.14%,-2.23%,-2.96%,--,--,-3.49%
005547,诺安圆鼎定开债,1.0373,0.71%,2.43%,3.34%,--,--,3.84%
005548,诺安鑫享定开债发起式,1.0288,0.70%,1.41%,2.34%,--,--,3.04%
005549,富国成长优选三年定开混合,--,-3.08%,-13.70%,-19.20%,--,--,-20.58%
005550,汇安成长优选混合A,0.7435,-7.63%,-16.11%,-25.25%,--,--,-25.90%
005551,汇安成长优选混合C,0.7382,-7.68%,-16.27%,-25.57%,--,--,-26.43%
005552,国富新趋势混合A,1.0267,0.27%,1.19%,2.21%,--,--,2.59%
005553,国富新趋势混合C,1.0257,0.28%,1.19%,2.16%,--,--,2.49%
005554,南方H股联接A,--,1.40%,-0.66%,-5.25%,--,--,-7.02%
005555,南方H股联接C,--,1.37%,-0.76%,-5.43%,--,--,-7.26%
005556,汇安裕华定开债发起式,1.0361,0.59%,1.53%,3.17%,--,--,3.91%
005557,广发海外多元配置人民币,--,-4.38%,-1.42%,2.46%,--,--,-1.14%
005558,广发海外多元配置美元,--,-5.23%,-5.48%,-6.71%,--,--,-9.37%
005559,广发集泰债券A,1.0062,0.32%,--,--,--,--,0.63%
005560,广发集泰债券C,1.0054,0.28%,--,--,--,--,0.54%
