代码,名称,当前,近1月,近3月,近6月,近1年,近3年,成立来
004314,前海开源沪港深新硬件A,0.7907,-4.50%,-5.23%,-8.82%,-25.23%,--,-20.23%
004315,前海开源沪港深新硬件C,0.9491,-4.52%,-5.25%,-8.88%,-19.20%,--,-4.26%
004316,前海开源沪港深裕鑫A,0.9418,-1.89%,-3.80%,-4.97%,-6.26%,--,-4.46%
004317,前海开源沪港深裕鑫C,0.9394,-1.89%,-3.83%,-5.02%,-6.40%,--,-4.71%
004318,国寿安保尊裕优化回报债券A,1.0042,-0.10%,-0.40%,-0.20%,-1.55%,--,2.19%
004319,国寿安保尊裕优化回报债券C,0.9972,-0.10%,-0.60%,-0.50%,-1.94%,--,1.49%
004320,前海开源沪港深乐享生活,1.0102,-2.02%,-2.76%,-5.23%,-5.34%,--,2.16%
004321,前海开源沪港深强国产业混合,0.9916,-0.32%,-3.21%,-4.27%,-1.89%,--,-0.25%
004322,创金合信尊隆纯债,1.0361,0.37%,1.39%,2.29%,4.70%,--,7.06%
004330,太平日日鑫货币A,1.5332,0.23%,0.85%,1.79%,3.86%,--,6.14%
004331,太平日日鑫货币B,1.5943,0.25%,0.91%,1.91%,4.11%,--,6.54%
004332,恒生沪港深新兴产业精选混合,0.8741,-3.63%,-14.05%,-16.10%,-15.02%,--,-12.09%
004333,金鹰元盛债券型发起式E,1.2621,0.64%,2.35%,4.81%,4.64%,--,16.84%
004334,博时广利纯债3个月定开,1.0095,0.50%,2.25%,3.08%,5.93%,--,8.80%
004335,华宝新飞跃灵活配置混合,0.9930,-0.81%,-4.95%,-10.38%,-9.54%,--,-0.77%
004340,泰康兴泰回报沪港深混合,1.0487,0.94%,-1.62%,-0.17%,2.40%,--,4.74%
004341,农银尖端科技混合,0.8606,-4.76%,-12.72%,-18.43%,-20.47%,--,-13.58%
004342,南方开元沪深300ETF联接C,1.2006,-0.96%,-7.94%,-16.41%,-16.86%,--,-3.73%
004343,南方创业板ETF联接C,0.6337,-8.09%,-20.64%,-28.84%,-32.40%,--,-30.42%
004344,南方大数据100C,0.5842,-7.56%,-16.59%,-28.22%,-35.83%,--,-35.55%
004345,南方深证成份ETF联接C,0.6361,-6.47%,-17.48%,-27.65%,-31.53%,--,-25.23%
004346,南方小康ETF联接C,1.0977,-0.51%,-3.65%,-12.50%,-17.84%,--,-10.83%
004347,南方中证500信息技术联接C,0.6509,-13.13%,-20.14%,-30.62%,-34.66%,--,-30.26%
004348,南方中证500ETF联接C,1.0852,-8.32%,-16.25%,-27.25%,-33.77%,--,-31.26%
004351,汇丰晋信珠三角区域发展混合,0.8844,-3.99%,-7.61%,-14.51%,-12.96%,--,-11.50%
004352,北信瑞丰研究精选,0.8087,-5.26%,-14.71%,-19.57%,-21.40%,--,-18.15%
004353,嘉实新添华定期混合,1.0949,0.59%,0.19%,0.82%,2.72%,--,9.39%
004354,益民中证智能消费,--,-7.91%,-20.15%,-27.39%,-29.98%,--,-23.61%
004355,嘉实丰和灵活配置混合,0.8359,-0.07%,-13.88%,-24.16%,-28.16%,--,-16.01%
004356,嘉实6个月理财债券E,,0.36%,1.11%,--,--,--,2.26%
004357,南方智慧混合,0.9411,-4.19%,-13.37%,-19.01%,-12.34%,--,-5.41%
004359,创金合信量化核心混合A,0.9420,-0.40%,-5.61%,-11.97%,-9.03%,--,-1.43%
004360,创金合信量化核心混合C,0.9260,-0.47%,-5.94%,-12.46%,-10.00%,--,-3.05%
004361,上投摩根安通回报混合A,1.0168,-0.10%,-1.20%,-1.29%,-0.30%,--,4.79%
004362,上投摩根安通回报混合C,1.0081,-0.14%,-1.35%,-1.59%,-0.98%,--,3.68%
004366,博时汇享纯债债券A,1.0281,0.11%,0.33%,0.74%,1.06%,--,2.80%
004367,博时汇享纯债债券C,1.0273,0.08%,0.23%,0.54%,1.26%,--,2.72%
004368,前海开源聚财宝A,0.6176,0.27%,0.83%,1.85%,4.05%,--,6.61%
004369,前海开源聚财宝B,0.6426,0.27%,0.85%,1.89%,4.17%,--,6.90%
004372,金鹰增益货币A,0.7858,0.24%,0.83%,1.85%,4.03%,--,6.42%
004373,金鹰增益货币B,0.8395,0.26%,0.88%,1.95%,4.23%,--,6.74%
004374,华泰保兴吉年丰混合发起A,0.8552,-3.05%,-12.38%,-17.58%,-14.99%,--,-6.95%
004375,华泰保兴吉年丰混合发起C,0.8516,-3.07%,-12.45%,-17.67%,-15.26%,--,-7.32%
004385,中金新安灵活配置混合,0.9842,-2.88%,-8.33%,-12.35%,-10.68%,--,-2.10%
004386,广发汇安18个月定开债A,1.0371,0.70%,1.70%,3.59%,5.45%,--,7.15%
004387,广发汇安18个月定开债C,1.0346,0.67%,1.60%,3.37%,5.02%,--,6.53%
004388,鹏华丰享债券,1.0653,0.80%,1.90%,3.45%,6.91%,--,9.36%
004389,大成惠明定开纯债债券,1.0787,0.42%,1.94%,3.97%,6.48%,--,7.85%
004390,平安大华转型创新混合A,0.8106,-2.58%,-14.89%,-18.66%,-19.39%,--,-11.21%
004391,平安大华转型创新混合C,0.8023,-5.49%,-14.74%,-20.68%,-21.43%,--,-13.86%
004392,工银瑞利两年封闭债券,1.0432,0.19%,1.26%,2.45%,3.98%,--,4.71%
004393,安信合作创新灵活配置混合,1.0176,-2.22%,-12.53%,-16.91%,-13.12%,--,1.67%
004394,华泰柏瑞量化创优混合,0.7477,-8.28%,-19.80%,-28.33%,-32.21%,--,-25.54%
004396,中银文体娱乐混合,0.8714,1.28%,-7.00%,-8.59%,-14.42%,--,-13.14%
004397,长盛信息安全量化策略混合,0.6636,-15.21%,-22.59%,-35.04%,-37.33%,--,-34.20%
004398,融通现金宝货币B,0.8546,0.28%,0.91%,1.99%,4.30%,--,6.99%
004399,融通汇财宝货币E,0.8022,0.26%,0.82%,1.81%,3.98%,--,6.53%
004400,金信民兴债券A,1.9487,0.36%,0.35%,97.05%,96.79%,--,96.83%
004401,金信民兴债券C,1.1500,0.26%,0.19%,15.68%,15.27%,--,15.02%
004402,金信民旺债券C,0.8676,-1.14%,-3.84%,-8.07%,--,--,-12.97%
004403,平安大华股息精选沪港深A,0.9556,-2.13%,-9.87%,-12.17%,-8.69%,--,-4.12%
004404,平安大华股息精选沪港深C,0.9395,-2.20%,-10.06%,-12.56%,-9.63%,--,-5.73%
004405,国寿安保稳寿混合A,0.9940,0.67%,0.35%,-0.96%,0.85%,--,1.97%
004406,国寿安保稳寿混合C,0.9930,0.67%,0.34%,-0.99%,0.77%,--,1.87%
004407,招商上证消费80ETF联接C,1.3350,-0.22%,-15.22%,-15.46%,-12.46%,--,33.41%
004408,招商深证100指数C,1.0176,-4.75%,-17.21%,-26.34%,-26.87%,--,1.80%
004409,招商深证TMT50ETF联接C,0.9727,-11.59%,-24.58%,-36.16%,-38.89%,--,-2.83%
004410,招商央视财经50指数C,1.6870,-1.35%,-12.10%,-17.66%,-13.26%,--,68.79%
004413,建信民丰回报混合,1.0376,-0.14%,-0.64%,-1.12%,-0.09%,--,3.60%
004414,泰达宏利京天宝货币A,,,,,,,
004415,泰达宏利京天宝货币B,,,,,,,
004416,博时银智大数据100C,--,-3.60%,-10.94%,-20.76%,-20.22%,--,-18.36%
004417,兴全货币B,0.7760,0.28%,0.95%,2.11%,4.51%,--,6.99%
004419,汇添富美元债债券人民币A,--,0.66%,5.57%,7.34%,2.54%,--,1.17%
004420,汇添富美元债债券人民币C,--,0.64%,5.54%,7.46%,2.60%,--,1.01%
004421,汇添富美元债债券美元现汇A,--,-0.23%,1.19%,-2.25%,-2.32%,--,0.62%
004422,汇添富美元债债券美元现汇C,--,-0.27%,1.05%,-2.53%,-2.79%,--,0.00%
004423,华商研究精选灵活配置,1.0492,-3.03%,-7.70%,-4.78%,2.23%,--,5.50%
004424,汇添富文体娱乐混合,0.9660,-0.23%,-3.07%,--,--,--,-3.11%
004427,交银增利增强债券A,1.0534,0.38%,0.67%,0.67%,3.04%,--,5.20%
004428,交银增利增强债券C,1.0484,0.29%,0.48%,0.38%,2.65%,--,4.70%
004429,南方文旅混合,0.9959,-2.62%,-10.18%,-8.69%,-2.04%,--,-0.88%
004432,南方有色金属ETF联接A,--,-4.41%,-17.56%,-31.62%,-37.95%,--,-39.02%
004433,南方有色金属ETF联接C,--,-4.44%,-17.65%,-31.76%,-38.20%,--,-39.29%
004434,博时逆向投资混合A,0.7182,-2.68%,-12.39%,-17.98%,-25.99%,--,-28.83%
004435,博时逆向投资混合C,0.7127,-2.71%,-12.50%,-18.18%,-26.37%,--,-29.38%
004436,添富年年泰定开混合A,1.0970,0.99%,-1.02%,2.08%,5.96%,--,9.77%
004437,添富年年泰定开混合C,1.0872,0.94%,-1.18%,1.75%,5.29%,--,8.77%
004438,鹏华永安定期开放债券,1.0792,0.65%,2.03%,4.09%,5.97%,--,7.96%
004439,新华安享惠钰定开债A,0.9892,-0.04%,1.36%,-0.63%,--,--,-2.45%
004440,新华安享惠钰定开债C,0.9860,-0.09%,1.22%,-0.90%,--,--,-2.79%
004441,富荣富兴纯债,,,,,,,
004442,中欧康裕混合A,1.0717,0.44%,0.34%,0.07%,2.81%,--,7.30%
004443,南方荣知定期开放混合A,1.0585,0.81%,0.66%,3.21%,4.49%,--,6.02%
004444,南方荣知定期开放混合C,1.0501,0.77%,0.51%,2.89%,3.85%,--,5.18%
004446,南方荣年A,1.0640,0.42%,2.47%,4.23%,5.85%,--,6.45%
004447,南方荣年C,1.0560,0.37%,2.30%,3.88%,5.18%,--,5.64%
004448,博时汇智回报灵活配置混合,1.1691,-0.04%,-2.72%,-4.53%,6.19%,--,16.80%
004449,上银慧增利货币,0.8094,0.27%,0.86%,1.90%,4.14%,--,6.10%
004450,嘉实前沿科技沪港深股票,0.9419,-9.19%,-22.06%,-23.96%,-17.40%,--,-5.58%
004451,汇添富年年丰定开混合A,1.0391,0.55%,-3.39%,-2.06%,0.30%,--,3.95%
004452,汇添富年年丰定开混合C,1.0330,0.52%,-3.48%,-2.28%,-0.13%,--,3.33%
004453,前海开源盈鑫A,1.0189,0.89%,5.49%,2.21%,2.12%,--,7.26%
004454,前海开源盈鑫C,1.0259,0.89%,5.34%,2.19%,2.70%,--,7.97%
004455,中欧康裕混合C,1.0715,0.44%,0.33%,0.05%,2.79%,--,7.27%
004456,兴银消费新趋势灵活配置,0.8423,-2.40%,-4.04%,-15.38%,-21.06%,--,-15.65%
004457,光大信多策略智选定开混合,--,-1.88%,-2.51%,-7.80%,-6.17%,--,3.16%
004458,博时华盈纯债债券,1.0113,0.47%,1.31%,2.65%,5.01%,--,7.64%
004459,鑫元瑞利定期开放债券,1.0326,0.68%,1.57%,3.07%,5.32%,--,7.75%
004460,富国嘉利稳健配置定期开放混合,1.0313,0.31%,1.30%,1.88%,3.03%,--,3.03%
004463,鹏华丰玉债券,1.0473,0.72%,1.84%,3.52%,6.02%,--,8.55%
004464,万家玖盛9个月定开债A,1.0317,0.36%,0.90%,2.00%,4.47%,--,5.73%
004465,万家玖盛9个月定开债C,1.0288,0.33%,0.84%,1.89%,4.24%,--,5.42%
004466,长盛盛杰一年期定开混合,1.0604,0.67%,0.51%,1.91%,3.77%,--,5.06%
004468,建信瑞福添利混合C,0.9063,0.55%,-2.04%,-5.00%,-10.24%,--,-9.14%
004469,汇添富鑫益定开债A,1.0343,0.40%,1.14%,2.24%,4.71%,--,6.61%
004470,汇添富鑫益定开债C,1.0281,0.36%,1.03%,2.03%,4.27%,--,5.98%
004473,前海开源尊享货币A,118.4158,0.16%,0.62%,1.48%,3.56%,--,22.39%
004474,前海开源尊享货币B,101.3367,0.18%,0.68%,1.59%,3.77%,--,5.28%
004475,华泰柏瑞富利混合,0.7485,-2.61%,-6.02%,-16.60%,-24.97%,--,-24.89%
004476,景顺长城沪港深领先科技,0.8706,-4.47%,-19.85%,-22.61%,-18.44%,--,-12.40%
004477,嘉实沪港深回报混合,0.9536,0.41%,-12.10%,-19.58%,-14.47%,--,0.40%
004479,博时富和纯债债券,1.0271,0.81%,1.62%,2.95%,5.34%,--,5.89%
004480,华宝智慧产业混合,0.7703,-12.75%,-26.76%,-32.05%,-30.27%,--,-22.96%
004481,华宝第三产业混合,0.8749,-3.18%,-8.95%,-19.23%,-19.33%,--,-12.54%
004482,泰达宏利港股通股票A,1.0424,1.16%,-10.10%,-11.42%,-8.74%,--,4.90%
004483,泰达宏利港股通股票C,1.0323,1.13%,-10.15%,-11.53%,-9.12%,--,3.87%
004484,泰达宏利业绩股票A,0.8533,-0.87%,-8.66%,-14.86%,-14.97%,--,-14.79%
004485,泰达宏利业绩股票C,0.8478,-0.91%,-8.77%,-15.07%,-15.44%,--,-15.34%
004486,嘉实稳怡债券,1.0555,0.42%,1.50%,2.92%,5.53%,--,5.55%
004488,嘉实富时中国A50ETF联接A,--,2.38%,-2.73%,-10.29%,-8.47%,--,-5.21%
004489,鹏华量化策略混合,0.8164,-1.14%,-5.63%,-12.72%,-20.32%,--,-18.52%
004490,海富通欣悦混合C,,,,,,,
004491,海富通欣悦混合A,,,,,,,
004493,华泰保兴货币A,0.5608,0.22%,0.67%,1.55%,3.59%,--,5.39%
004494,华泰保兴货币B,0.6265,0.24%,0.73%,1.67%,3.83%,--,5.76%
004495,博时量化平衡混合,0.9878,-1.65%,-4.02%,-7.62%,-9.20%,--,-1.50%
004496,前海开源多元策略混合A,0.8316,-3.46%,-4.43%,-18.26%,-23.95%,--,-16.68%
004497,前海开源多元策略混合C,0.8198,-3.48%,-4.46%,-18.30%,-24.41%,--,-17.88%
004498,鹏华丰源债券,1.0677,0.75%,1.57%,3.52%,5.67%,--,6.77%
004499,鹏华丰瑞债券,1.0285,0.67%,1.89%,3.33%,5.93%,--,8.32%
004501,嘉实现金添利货币,0.8420,0.27%,0.92%,1.97%,4.22%,--,6.50%
004502,中银如意宝货币A,0.6348,0.22%,0.78%,1.81%,3.99%,--,5.76%
004503,鹏华永泰定期开放债券,1.0744,0.63%,1.70%,3.98%,6.35%,--,7.51%
004504,鹏华永泽18个月定开债,1.0452,0.82%,2.17%,3.89%,--,--,4.86%
004505,博时新兴消费主题混合,0.9889,-4.19%,-6.02%,-19.28%,-10.63%,--,-1.60%
004510,九泰久盛量化先锋混合C,0.7416,-8.40%,-16.06%,-24.75%,-30.31%,--,-17.18%
004512,海富通富睿混合C,1.0561,1.92%,-0.09%,1.34%,2.82%,--,5.90%
004513,海富通富睿混合A,1.0423,-0.48%,-2.34%,-0.95%,0.97%,--,4.40%
004514,鹏华新科技传媒混合,0.7900,-3.58%,-16.72%,-20.01%,-22.46%,--,-20.66%
004517,南方安康混合,1.0255,1.13%,-1.24%,-0.88%,1.23%,--,2.57%
004518,信诚新丰A,,,,,,,
004519,信诚新丰B,,,,,,,
004521,安信工业4.0灵活配置混合A,0.7646,-3.99%,-15.02%,-22.61%,-26.89%,--,-23.38%
004522,安信工业4.0灵活配置混合C,0.7634,-3.99%,-15.04%,-22.64%,-26.99%,--,-23.51%
004525,中欧达乐一年定开混合,--,-0.49%,-2.28%,-4.14%,-1.41%,--,-0.48%
004532,民生加银中证港股通指数A,--,-0.96%,-9.46%,-9.31%,-13.13%,--,-10.12%
004533,民生加银中证港股通指数C,--,-0.97%,-9.51%,-9.42%,-13.34%,--,-10.43%
004534,添富年年益定开混合A,1.0448,0.69%,-1.27%,-0.45%,2.88%,--,4.56%
004535,添富年年益定开混合C,1.0390,0.66%,-1.37%,-0.65%,2.45%,--,3.97%
004536,嘉实中小企业量化活力混合,0.7177,-8.33%,-18.38%,-25.21%,-29.56%,--,-28.50%
004544,嘉实稳华纯债债券,1.0815,0.56%,1.63%,3.80%,6.92%,--,8.19%
004545,永赢天天利货币,0.8504,0.28%,0.96%,2.04%,4.38%,--,6.66%
004546,建信量化优享定开混合,0.9729,-1.27%,--,--,--,--,-2.71%
004547,华夏稳定双利债券A,1.0150,0.29%,1.00%,0.45%,1.17%,--,3.25%
004548,中银中高等级C,1.0571,0.76%,1.82%,3.88%,7.44%,--,10.38%
004549,富安达消费主题混合,0.8266,-0.12%,-6.85%,-16.71%,-18.03%,--,-17.15%
004550,中科沃土沃祥债券,0.9864,-0.64%,-0.14%,1.22%,-1.24%,--,-1.13%
004551,中银证券瑞享混合A,--,-5.44%,-8.65%,-11.28%,-11.39%,--,-9.37%
004552,中银证券瑞享混合C,--,-5.47%,-8.77%,-11.51%,-11.86%,--,-9.99%
004553,中信建投凤凰货币B,0.7712,0.26%,0.86%,1.68%,2.80%,--,2.95%
004554,中信建投货币B,0.5677,0.22%,0.86%,1.62%,3.49%,--,3.96%
004555,南方和元A,1.0352,0.78%,1.77%,3.44%,6.12%,--,7.92%
004556,南方和元C,1.0271,0.79%,0.98%,2.67%,5.02%,--,6.60%
004558,汇安丰裕灵活配置混合A,0.9161,-1.16%,2.04%,-5.72%,-9.70%,--,-8.51%
004559,汇安丰裕灵活配置混合C,0.9058,-1.18%,0.90%,-6.80%,-10.70%,--,-9.54%
004560,汇安丰益混合A,1.0909,3.27%,4.69%,4.35%,2.29%,--,8.08%
004561,汇安丰益混合C,0.9574,-3.29%,-1.97%,-2.31%,-4.80%,--,-4.42%
004564,北信瑞丰鼎利债券A,0.9991,0.11%,0.28%,-1.11%,--,--,-0.35%
004565,新华华丰灵活配置混合,1.0113,-1.25%,-2.84%,-0.07%,--,--,0.19%
004568,长城工资宝货币B,0.7503,0.24%,0.78%,1.78%,4.05%,--,6.24%
004569,招商制造业混合C,0.8929,-5.27%,-15.11%,-23.62%,-23.10%,--,-12.80%
004570,建信结算宝货币,,--,--,--,--,--,--
004571,万家家瑞债券A,0.9909,-0.01%,-1.72%,-1.74%,-0.80%,--,-0.70%
004572,万家家瑞债券C,0.9871,-0.04%,-1.83%,-1.94%,-1.17%,--,-1.08%
004573,新华鑫泰灵活配置混合,0.8320,-1.04%,-5.27%,-18.25%,-18.61%,--,-17.36%
004576,新华恒益量化灵活配置混合,0.8069,2.02%,-4.08%,-13.30%,-19.96%,--,-19.66%
004577,海富通季季通利理财债券A,,0.17%,--,--,--,--,0.65%
004578,海富通季季通利理财债券B,,0.20%,--,--,--,--,0.67%
004585,鹏扬汇利债券A,1.0106,0.45%,1.40%,1.48%,3.26%,--,5.36%
004586,鹏扬汇利债券C,1.0101,0.43%,1.31%,1.28%,2.87%,--,4.81%
004587,中金丰沃A,0.8662,-1.63%,-7.72%,-13.55%,-16.50%,--,-13.51%
004588,中金丰沃C,0.8648,-1.64%,-7.79%,-13.59%,-16.48%,--,-13.69%
004589,民生加银腾元宝货币B,0.6273,0.19%,0.77%,1.73%,3.86%,--,6.08%
004592,安信量化多因子混合A,0.9568,-0.20%,1.15%,-4.69%,-9.55%,--,-4.40%
004593,广发全指工业ETF联接A,0.6755,-6.66%,-13.27%,-27.47%,-38.07%,--,-32.42%
004596,中科沃土沃安债券,1.0041,0.38%,--,--,--,--,0.43%
004597,南方银行ETF联接A,0.9557,2.52%,4.56%,-5.19%,-4.59%,--,-4.48%
004598,南方银行ETF联接C,0.9508,2.49%,4.46%,-5.38%,-4.96%,--,-4.97%
004601,博时富腾纯债债券,1.0370,0.76%,1.91%,3.66%,5.35%,--,6.24%
004602,前海开源润和债券A,1.0652,0.78%,1.00%,4.33%,6.05%,--,6.52%
004603,前海开源润和债券C,1.0561,0.76%,0.97%,4.31%,5.21%,--,5.61%
004604,富国新活力灵活配置混合A,0.9884,-0.09%,-1.52%,-5.81%,-5.97%,--,-1.52%
004605,富国新活力灵活配置混合C,0.9941,-0.12%,-1.60%,-5.45%,-5.43%,--,-0.96%
004606,上投摩根优选多因子股票,0.8515,-1.41%,-14.69%,-17.58%,-18.28%,--,-14.84%
004607,长信利尚一年定开混合,--,-0.32%,-0.13%,-0.55%,--,--,0.21%
004608,长信乐信灵活配置混合A,1.0180,-0.02%,-0.30%,0.79%,--,--,1.80%
004609,长信乐信灵活配置混合C,1.0302,-0.04%,-0.37%,1.42%,--,--,3.02%
004612,银河鑫月享定开混合A,1.0069,0.42%,1.16%,2.07%,--,--,2.14%
004613,银河鑫月享定开混合C,1.0068,0.41%,1.08%,1.88%,--,--,1.95%
004614,鹏扬利泽债券A,1.0205,0.37%,1.39%,2.93%,4.69%,--,5.87%
004615,鹏扬利泽债券C,1.0200,0.35%,1.32%,2.80%,4.43%,--,5.52%
004616,中欧电子信息产业沪港深股票A,0.9476,-5.39%,-5.38%,-19.99%,-9.98%,--,-4.82%
004617,建信鑫稳回报灵活配置混合A,0.9076,-1.27%,-6.05%,-10.96%,--,--,-9.66%
004618,建信鑫稳回报灵活配置混合C,0.9060,-1.27%,-6.08%,-11.03%,--,--,-9.81%
004620,国泰恒益灵活配置混合A,,,,,,,
004621,国泰恒益灵活配置混合C,,,,,,,
004625,南方高元债发起A,1.0622,0.59%,1.08%,1.74%,4.21%,--,6.10%
004626,南方高元债发起C,1.0587,0.51%,0.94%,1.49%,3.87%,--,5.75%
004627,上投摩根岁岁益定开A,1.0327,0.41%,1.54%,2.53%,--,--,3.26%
004628,上投摩根岁岁益定开C,1.0301,0.36%,1.46%,2.34%,--,--,2.98%
004629,国寿安保安瑞纯债债券,1.0090,0.42%,1.14%,2.30%,4.48%,--,5.75%
004634,新疆前海联合泳涛混合,0.9550,-1.81%,-6.25%,-8.82%,-13.68%,--,-4.12%
004635,中信建投睿利C,0.8952,2.37%,-8.38%,-11.62%,-5.45%,--,5.46%
004636,中信建投智信物联网C,0.7996,-11.72%,-20.00%,-29.22%,-31.31%,--,-20.04%
004637,华夏鼎兴债券A,1.0355,0.34%,1.37%,2.37%,--,--,3.56%
004638,华夏鼎兴债券C,4.7176,0.34%,1.37%,366.50%,--,--,371.77%
004640,华夏节能环保股票,0.6485,-3.86%,-12.62%,-22.15%,-35.51%,--,-35.08%
004641,万家量化睿选混合,0.8284,-6.65%,-14.30%,-20.84%,-19.80%,--,-17.76%
004642,南方房地产ETF联接A,0.7053,-8.19%,-11.85%,-29.33%,-29.22%,--,-29.49%
004643,南方房地产ETF联接C,0.7022,-8.21%,-11.94%,-29.47%,-29.50%,--,-29.80%
004646,华宝新优享混合,0.8690,-0.98%,-6.83%,-15.82%,-16.33%,--,-13.33%
004648,南方安睿混合,1.0044,-0.09%,-2.14%,-2.34%,-0.58%,--,0.47%
004649,国开开航混合,0.8140,-8.97%,-12.89%,-20.46%,-22.77%,--,-18.85%
004650,长信海外收益一年定开债美元,,,,,,,
004651,长信利丰债券E,1.2278,-2.78%,-3.72%,-5.35%,-6.33%,--,0.43%
004652,建信鑫利回报灵活配置混合A,0.7725,-2.05%,-9.19%,-17.00%,--,--,-23.01%
004653,建信鑫利回报灵活配置混合C,0.7901,-2.08%,-9.28%,-17.21%,--,--,-21.24%
004655,汇添富鑫汇定开债券A,1.0341,0.88%,1.58%,1.76%,4.21%,--,5.34%
004656,汇添富鑫汇定开债券C,1.0308,0.84%,1.47%,1.56%,3.78%,--,4.80%
004659,银河嘉祥混合A,1.0011,-0.73%,-2.01%,-4.45%,-1.69%,--,-0.02%
004660,银河嘉祥混合C,0.9989,-0.75%,-2.44%,-4.92%,-2.28%,--,-0.24%
004661,银河如意债券,,,,,,,
004663,国富日鑫月益30天理财债券A,0.8242,0.30%,0.93%,1.95%,4.22%,--,5.21%
004664,国富日鑫月益30天理财债券B,0.8941,0.32%,0.99%,2.08%,4.49%,--,5.56%
004666,长城久嘉创新成长混合,0.8430,-4.88%,-14.28%,-18.40%,-18.29%,--,-15.10%
004667,招商招财通理财债券A,0.2194,0.23%,0.61%,1.31%,3.36%,--,4.49%
004668,建信鑫泽回报灵活配置混合A,0.9079,-0.90%,-4.89%,-8.49%,--,--,-9.51%
004669,建信鑫泽回报灵活配置混合C,0.9034,-0.92%,-5.03%,-8.76%,--,--,-9.95%
004670,长盛分享经济主题灵活配置混合,0.9236,-6.46%,-16.86%,-18.90%,-11.38%,--,-7.30%
004671,中融核心成长,0.6138,-14.90%,-26.90%,-34.60%,-38.33%,--,-38.33%
004672,华夏鼎盛债券A,1.0331,0.39%,1.09%,1.71%,--,--,3.32%
004673,华夏鼎盛债券C,1.0322,0.39%,1.07%,1.66%,--,--,3.23%
004674,富国新机遇灵活配置混合A,0.8934,-1.29%,-11.07%,-10.47%,--,--,-9.98%
004675,富国新机遇灵活配置混合C,--,-0.58%,--,--,--,--,0.02%
004676,中信建投睿信灵活配置混合C,0.6818,-2.67%,-14.38%,-27.66%,-35.37%,--,-32.22%
004677,博时战略新兴产业混合,0.9285,-2.54%,-11.54%,-18.29%,-13.86%,--,-8.00%
004680,前海开源裕瑞混合A,0.9735,0.06%,-0.27%,-1.91%,-2.68%,--,-2.57%
004681,万家安弘纯债一年定开债A,1.0084,0.45%,1.36%,2.81%,5.17%,--,5.54%
004682,万家安弘纯债一年定开债C,1.0083,0.43%,1.30%,2.70%,4.97%,--,5.32%
004683,建信高端医疗股票,0.8319,-7.18%,-24.93%,-21.66%,-17.63%,--,-17.23%
004684,鹏华盈余宝货币A,0.4883,0.17%,0.69%,1.59%,3.59%,--,4.85%
004685,金元顺安元启灵活配置混合,1.0589,0.20%,-0.05%,1.87%,--,--,5.79%
004686,华夏研究精选股票,0.8233,-2.04%,-9.12%,-14.78%,-17.67%,--,-17.43%
004687,汇添富熙和精选混合A,0.9997,1.12%,-3.96%,-0.57%,--,--,0.26%
004688,汇添富熙和精选混合C,0.9990,1.11%,-3.99%,-0.62%,--,--,0.19%
004689,博时丰庆纯债债券,1.0670,0.77%,1.73%,3.24%,6.08%,--,6.68%
004693,前海联合泳隽混合,0.7617,-2.48%,-8.28%,-20.71%,--,--,-23.87%
004694,天弘策略精选混合A,0.7534,-8.95%,-20.04%,-30.23%,-29.29%,--,-25.03%
004696,东兴量化优享混合,0.9574,-0.45%,-2.65%,-4.44%,--,--,-4.20%
004698,博时军工主题股票,0.8097,-7.21%,-6.34%,-18.57%,-21.61%,--,-20.20%
004699,前海联合汇盈货币A,0.7299,0.24%,0.78%,1.69%,3.88%,--,5.59%
004700,前海联合汇盈货币B,0.7955,0.26%,0.84%,1.82%,4.13%,--,5.93%
004701,鹏华盈余宝货币B,0.5538,0.19%,0.75%,1.71%,3.84%,--,5.19%
004702,南方金融混合,0.7923,1.15%,-0.38%,-11.40%,-21.09%,--,-20.70%
004703,南方兴盛混合,0.8450,-1.87%,-16.83%,-19.92%,-16.75%,--,-16.00%
004705,南方祥元债券A,1.0612,0.57%,1.82%,3.61%,5.25%,--,6.20%
004706,南方祥元债券C,1.0562,0.57%,1.63%,3.42%,4.86%,--,5.70%
004707,景顺长城睿成混合A,0.8039,-0.88%,-7.19%,-14.50%,--,--,-19.57%
004708,红塔红土盛商一年定开债A,1.0315,0.62%,1.98%,1.48%,3.18%,--,3.07%
004709,红塔红土盛商一年定开债C,1.0273,0.59%,1.88%,1.27%,2.77%,--,2.65%
004710,民生加银鹏程混合型,1.0284,0.37%,1.32%,2.06%,--,--,2.77%
004712,中金丰鸿灵活配置混合A,0.9375,-0.18%,-5.43%,-10.93%,-8.57%,--,-6.45%
004713,中金丰鸿灵活配置混合C,0.9283,-0.20%,-5.39%,-11.03%,-9.29%,--,-7.36%
004714,中金丰颐灵活配置混合A,0.9334,-1.08%,-5.37%,-9.58%,-9.00%,--,-6.93%
004715,中金丰颐灵活配置混合C,0.9274,-1.11%,-5.50%,-9.84%,-9.46%,--,-7.53%
004716,信诚量化阿尔法股票,0.9049,-0.13%,-7.19%,-13.42%,-11.66%,--,-9.19%
004717,万家天添宝货币A,0.8642,0.26%,0.91%,1.96%,4.14%,--,4.89%
004718,万家天添宝货币B,0.9164,0.28%,0.96%,2.06%,4.34%,--,5.12%
004719,景顺长城睿成混合C,0.8023,-0.90%,-7.18%,-14.57%,--,--,-19.72%
